
Joukovsky f=0% t=15%
1.00000000	0.00000000
0.99553626	0.00006943
0.98889372	0.00027162
0.98010329	0.00064856
0.96920563	0.00124213
0.95625086	0.00208987
0.94129813	0.00322376
0.92441513	0.00466929
0.90567763	0.00644498
0.88516885	0.00856160
0.86297898	0.01102210
0.83920456	0.01382104
0.81394795	0.01694482
0.78731676	0.02037157
0.75942338	0.02407136
0.73038445	0.02800672
0.70032045	0.03213295
0.66935529	0.03639886
0.63761600	0.04074746
0.60523235	0.04511683
0.57233661	0.04944101
0.53906334	0.05365110
0.50554911	0.05767623
0.47193236	0.06144472
0.43835315	0.06488519
0.40495303	0.06792774
0.37187479	0.07050506
0.33926229	0.07255356
0.30726022	0.07401437
0.27601389	0.07483438
0.24566898	0.07496701
0.21637140	0.07437301
0.18826716	0.07302137
0.16150235	0.07088958
0.13622350	0.06796367
0.11257818	0.06423948
0.09071652	0.05972180
0.07079358	0.05442629
0.05297393	0.04838031
0.03743803	0.04163000
0.02439101	0.03425469
0.01406518	0.02640602
0.00668080	0.01839319
0.00227441	0.01079997
0.00038317	0.00444327
0.00000000	-0.00000000
0.00038317	-0.00444327
0.00227441	-0.01079997
0.00668080	-0.01839319
0.01406518	-0.02640602
0.02439101	-0.03425469
0.03743803	-0.04163000
0.05297393	-0.04838031
0.07079358	-0.05442629
0.09071652	-0.05972180
0.11257818	-0.06423948
0.13622350	-0.06796367
0.16150235	-0.07088958
0.18826716	-0.07302137
0.21637140	-0.07437301
0.24566898	-0.07496701
0.27601389	-0.07483438
0.30726022	-0.07401437
0.33926229	-0.07255356
0.37187479	-0.07050506
0.40495303	-0.06792774
0.43835315	-0.06488519
0.47193236	-0.06144472
0.50554911	-0.05767623
0.53906334	-0.05365110
0.57233661	-0.04944101
0.60523235	-0.04511683
0.63761600	-0.04074746
0.66935529	-0.03639886
0.70032045	-0.03213295
0.73038445	-0.02800672
0.75942338	-0.02407136
0.78731676	-0.02037157
0.81394795	-0.01694482
0.83920456	-0.01382104
0.86297898	-0.01102210
0.88516885	-0.00856160
0.90567763	-0.00644498
0.92441513	-0.00466929
0.94129813	-0.00322376
0.95625086	-0.00208987
0.96920563	-0.00124213
0.98010329	-0.00064856
0.98889372	-0.00027162
0.99553626	-0.00006943
1.00000000	0.00000000
